"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",0.863607171691335,0.00731527201248713,0.00195252997457499,0.0149788328955112,0.017082862259314
"area_km2",0.803671947496765,0.0301066377689945,0.0199094423650503,0.0284757627611502,0.0116693562381301
"mean_discharge",0.894131249845476,0.0113782053443111,0.0099116667444878,0.00139387555271122,0.00450055430357921
"precipitation",0.205498253606309,0.193192628593708,0.142236295692244,0.379168140807824,0.0729299287359266
"u_wind",0.000587110549946177,0.492211223737879,0.0419483733065443,0.335509266048502,0.12917696900587
"v_wind",0.00106607331623727,0.637769822380865,0.00208301877530929,0.00112065799614954,0.355657845051794
"anthropogenic_km2",0.0489237357641138,0.178967888400755,0.708119047063873,0.0237965753816732,0.0381627596859852
