"","TSS_mean","area_km2","precipitation","mean_discharge","u_wind","v_wind","anthropogenic_km2"
"TSS_mean",0,0.000898349726510327,0.273794870386348,0.0105402408982437,1,0.647166338653603,1
"area_km2",4.49174863255163e-05,0,1,3.9201393773609e-07,1,1,0.342936818042276
"precipitation",0.0161055806109617,0.135963475763978,0,0.342936818042276,0.148381412263399,1,1
"mean_discharge",0.000554749520960194,1.86673303683853e-08,0.0228624545361517,0,0.75939053421354,1,1
"u_wind",0.249756284929242,0.218916312254405,0.00824341179241104,0.063282544517795,0,0.341468258414664,1
"v_wind",0.0497820260502771,0.637755195577952,0.320225316214481,0.373807528602538,0.0213417661509165,0,1
"anthropogenic_km2",0.656494616304354,0.0244519628099391,0.958270151010842,0.190835357908798,0.122692042470995,0.122692042470995,0
