,Model,Group,Feature,Params,r2,mae,mse,mape,exp_var
0,SVM_0,multi_band,nir_red,"<bound method BaseEstimator.get_params of SVR(degree=2, kernel='poly')>",0.7325392704921652,21.72265978442399,1355.6120151647933,0.45321270334639085,0.7341487803451476
1,SVM_0,multi_band,nir_red_green,"<bound method BaseEstimator.get_params of SVR(degree=2, kernel='poly')>",0.7284656900346829,21.84320631149552,1376.2587644018313,0.46211153374055103,0.7294412180134682
2,SVM_0,multi_band,all_bands,"<bound method BaseEstimator.get_params of SVR(degree=2, kernel='poly')>",0.7002324111597518,21.654438475649965,1519.3577985695138,0.4180151557861162,0.7068463552475086
3,SVM_1_2,multi_band,nir_red,"<bound method BaseEstimator.get_params of SVR(C=10.0, degree=2)>",0.6481026631981888,21.868364918432643,1783.5749522961398,0.4226584766107182,0.6679310300379806
4,SVM_1_2,multi_band,nir_red_green,"<bound method BaseEstimator.get_params of SVR(C=10.0, degree=2)>",0.6323704706820918,21.781284540610244,1863.3128234929723,0.4168708453670696,0.6528569897821355
5,SVM_1_2,multi_band,all_bands,"<bound method BaseEstimator.get_params of SVR(C=10.0, degree=2)>",0.622110509335787,21.53755476006023,1915.3149506903774,0.3680808655824071,0.6414492735310187
