,Model,Group,Feature,Params,r2,mae,mse,mape,exp_var,r2_std,mae_std,mse_std,mape_std,exp_var_std
0,KRR_0,multi_band,nir_red,"<bound method BaseEstimator.get_params of KernelRidge(alpha=0.001, degree=2, gamma=100.0, kernel='poly')>",0.697487189277884,20.376511023488654,1132.0093088117706,0.4244982444855835,0.7054098588954402,0.1110184178470087,4.414849677458976,554.5639612519325,0.07010416731660826,0.11022072033628957
1,KRR_0,multi_band,nir_red_green,"<bound method BaseEstimator.get_params of KernelRidge(alpha=0.001, degree=2, gamma=100.0, kernel='poly')>",0.6743501652084365,20.878940539799125,1199.5590314818444,0.4453528100565752,0.6827656530670784,0.1411539269581682,4.677157948282197,600.5477718997399,0.07710873868420531,0.1394870503773586
2,KRR_0,multi_band,all_bands,"<bound method BaseEstimator.get_params of KernelRidge(alpha=0.001, degree=2, gamma=100.0, kernel='poly')>",0.691798230373888,20.137204720527357,1175.387721435092,0.42539739659881526,0.700110800793331,0.12622280188126253,4.6872593680836525,624.9444711730068,0.07663996911953777,0.12678059560865487
3,KRR_1_2,multi_band,nir_red,"<bound method BaseEstimator.get_params of KernelRidge(alpha=1.5, degree=2, gamma=100.0, kernel='laplacian')>",0.6435014500855329,20.79334589872854,1381.4455167521578,0.40968476814539906,0.6628278621128747,0.15057938437796115,4.530255211486705,867.0381475146035,0.06050302500128037,0.14217770402193985
4,KRR_1_2,multi_band,nir_red_green,"<bound method BaseEstimator.get_params of KernelRidge(alpha=1.5, degree=2, gamma=100.0, kernel='laplacian')>",0.5930706626740965,21.168171062453652,1651.4966132379955,0.3864430674584288,0.6271157365157121,0.17446143711486709,5.270046839582325,1131.640270544029,0.06368679824985393,0.16231578416380907
5,KRR_1_2,multi_band,all_bands,"<bound method BaseEstimator.get_params of KernelRidge(alpha=1.5, degree=2, gamma=100.0, kernel='laplacian')>",0.5347052676045699,21.730867731740172,1963.5557374227872,0.355595492517358,0.5900858200120689,0.17142824042715074,6.293845755301989,1299.2760795344172,0.05984056095610604,0.1543018347446012
