"","mean_SPM","area_km2","mean_precipitation","mean_discharge","mean_u__wind","mean_v__wind","anthropic_km2","max_SPM","min_SPM"
"mean_SPM",1,-0.889174692998752,-0.258566978193146,-0.838415883087065,0.133733780468314,0.348193700833209,-0.263521627699398,0.790851502195022,0.781766575000294
"area_km2",-0.889174692998752,1,0.138167233511485,0.818704926310174,-0.0911533258429797,-0.223172265315084,0.284486120696046,-0.734345590204677,-0.708091389334773
"mean_precipitation",-0.258566978193146,0.138167233511485,1,0.335381596120686,0.136744279106105,-0.383162166814256,0.13273540780692,-0.446598098577854,-0.352417421569744
"mean_discharge",-0.838415883087065,0.818704926310174,0.335381596120686,1,-0.0925156717455242,-0.297720214178097,0.244916176310693,-0.726810183796688,-0.759914816269703
"mean_u__wind",0.133733780468314,-0.0911533258429797,0.136744279106105,-0.0925156717455242,1,0.0696327347210975,0.0517588191248478,0.0960339842900469,0.104877997855974
"mean_v__wind",0.348193700833209,-0.223172265315084,-0.383162166814256,-0.297720214178097,0.0696327347210975,1,-0.364132264135496,0.232248352484712,0.24192363585267
"anthropic_km2",-0.263521627699398,0.284486120696046,0.13273540780692,0.244916176310693,0.0517588191248478,-0.364132264135496,1,-0.165956745078058,-0.193752302646004
"max_SPM",0.790851502195022,-0.734345590204677,-0.446598098577854,-0.726810183796688,0.0960339842900469,0.232248352484712,-0.165956745078058,1,0.668087099628322
"min_SPM",0.781766575000294,-0.708091389334773,-0.352417421569744,-0.759914816269703,0.104877997855974,0.24192363585267,-0.193752302646004,0.668087099628322,1
