time_finish,TSS_max,TSS_mean,TSS_min,TSS_stdDev,area_km2,time_start,water_period,year,mean_discharge,precipitation,u_wind,v_wind,watershed,anthropogenic_km2,natural_km2,TSS_max_fill,TSS_min_fill,TSS_stdDev_fill
1993-09-16,225.4464569091797,27.185564738505125,8.226080894470215,15.196567632079546,1422.279251049122,1993-06-16,F,1993,195011.9162365592,387.16166782525016,-0.4710753577653104,-0.055035342972881,Regional Watershed,2086.2335455492403,303576.25207904406,225.4464569091797,8.226080894470215,15.196567632079546
1994-07-09,228.5950164794922,17.250906322411925,7.912693023681641,13.951841429929782,1343.0780762036547,1994-04-09,HW,1994,228972.81636097335,844.4759456875131,-0.8401437977740676,-0.0657130988913722,Regional Watershed,2189.76737614852,303267.0812973179,228.5950164794922,7.912693023681641,13.951841429929782
1994-09-23,225.48080444335935,28.85259296689093,8.111077308654785,31.73583045184791,924.4623171067302,1994-07-09,F,1994,202583.66538627673,237.1093302557269,-0.4674208727893071,-0.2216852885784936,Regional Watershed,2189.76737614852,303267.0812973179,225.48080444335935,8.111077308654785,31.73583045184791
1994-12-24,234.2882080078125,69.32361071351092,10.83965301513672,46.99912155316064,1086.9980963252626,1994-09-23,LW,1994,124575.42392391304,315.0133187735536,-0.7351216664302219,-0.2870297796058094,Regional Watershed,2189.76737614852,303267.0812973179,234.2882080078125,10.83965301513672,46.99912155316064
1995-04-09,234.5489654541016,68.10189743027263,8.088418006896973,40.848367326646,1135.25286697474,1994-12-24,R,1995,152476.3165140187,716.9184373188779,-0.9634509353554704,-0.427342433434924,Regional Watershed,2249.7151413074557,303247.26649047656,234.5489654541016,8.088418006896973,40.848367326646
1995-08-31,226.2079162597656,29.810546101164725,7.940846920013428,25.01008547476604,1212.2644456217731,1995-07-01,F,1995,184803.16866268916,174.58916644402032,-0.6628384973649366,-0.328607394725377,Regional Watershed,2249.7151413074557,303247.26649047656,226.2079162597656,7.940846920013428,25.01008547476604
1996-03-08,234.38548278808597,158.8380687272714,10.306994438171388,68.43440119823256,487.1323649525229,1995-11-23,R,1996,136299.63401623574,908.061365360624,-0.677620434571585,-0.4015200852467616,Regional Watershed,2445.082683013992,302939.20085430896,234.38548278808597,10.306994438171388,68.43440119823256
1996-06-16,231.0649871826172,24.01021126030625,7.910932540893555,18.859751138063,1105.5878839468303,1996-03-08,HW,1996,216829.0578,1065.8579878488458,-0.6178677159277367,-0.1450782896496345,Regional Watershed,2445.082683013992,302939.20085430896,231.0649871826172,7.910932540893555,18.859751138063
1996-09-16,233.1214599609375,32.388203282985714,8.006062507629395,19.59183935924248,1271.512035034952,1996-06-16,F,1996,199925.8369892473,401.6719111423087,-0.5756969183010904,-0.1117562156431591,Regional Watershed,2445.082683013992,302939.20085430896,233.1214599609375,8.006062507629395,19.59183935924248
1996-12-16,235.1846160888672,196.886969535939,9.011154174804688,52.19696921409462,894.626597050151,1996-09-16,LW,1996,116699.83993323994,348.45944005956073,-0.5629188598037129,-0.0120379358255234,Regional Watershed,2445.082683013992,302939.20085430896,235.1846160888672,9.011154174804688,52.19696921409462
