time_finish,TSS_max,TSS_mean,TSS_min,TSS_stdDev,area_km2,time_start,water_period,year,mean_discharge,precipitation,u_wind,v_wind,watershed,anthropogenic_km2,natural_km2,TSS_max_fill,TSS_mean_fill,TSS_min_fill,TSS_stdDev_fill,area_km2_fill
2014-03-16 18:00:00,,,,,,2013-12-16 06:00:00,R,2014,168807.74711111106,713.164434887945,-1.0045843081832484,-0.5764767551984713,Regional Watershed,4314.024799519962,300201.02333985886,230.84463906233646,64.1357528257666,8.9729539746471,37.77821325965998,1183.046304656394
2014-06-16 00:00:00,216.5937957763672,21.10692854215242,7.899100303649902,11.601760158263152,1554.4139560685096,2014-03-16 00:00:00,HW,2014,242066.91836956525,923.8783465214084,-0.8643802938135229,-0.2789323026588789,Regional Watershed,4314.024799519962,300201.02333985886,216.5937957763672,21.10692854215242,7.899100303649902,11.601760158263152,1554.4139560685096
2014-06-16 00:00:00,,,,,,2014-03-16 18:00:00,HW,2014,242066.91836956525,923.8783465214084,-0.864380293813523,-0.2789323026588789,Regional Watershed,4314.024799519962,300201.02333985886,216.5937957763672,21.106928542152417,7.899100303649902,11.601760158263152,1554.4139560685094
2014-09-16 00:00:00,215.13650512695312,20.594524761673625,8.12880802154541,8.158254087264071,1575.5705845280804,2014-06-16 00:00:00,F,2014,226714.9174193548,413.5584125155807,-0.8858202018416805,-0.3468803363435278,Regional Watershed,4314.024799519962,300201.02333985886,215.13650512695312,20.594524761673625,8.12880802154541,8.158254087264071,1575.5705845280804
2014-12-24 00:00:00,231.14993286132807,76.65548728280505,8.699872016906738,50.8772730439277,1018.5435616674932,2014-09-16 00:00:00,LW,2014,131919.33987999998,343.82286389900656,-0.5932794666602876,-0.1344998291588314,Regional Watershed,4314.024799519962,300201.02333985886,231.14993286132807,76.65548728280505,8.699872016906738,50.8772730439277,1018.5435616674932
2015-04-09 00:00:00,233.08302307128903,48.16251397973986,8.335250854492188,27.09406938505264,1124.9725785621931,2014-12-24 00:00:00,R,2015,173131.46252336446,892.3354822507372,-0.9312196619245012,-0.512811980397796,Regional Watershed,4448.572445890044,300602.7100932934,233.08302307128903,48.16251397973986,8.335250854492188,27.09406938505264,1124.9725785621931
2015-07-09 00:00:00,215.53692626953125,20.8135298662571,7.931506156921387,11.980723545805867,1545.6308381379104,2015-04-09 00:00:00,HW,2015,240085.40490564535,702.5127983672301,-0.959795177082876,-0.2143584567483868,Regional Watershed,4448.572445890044,300602.7100932934,215.53692626953125,20.8135298662571,7.931506156921387,11.980723545805867,1545.6308381379104
2015-07-09 06:00:00,,,,,,2015-04-09 00:00:00,HW,2015,240161.88521739133,700.9639745752163,-0.9602467995391039,-0.21440787795910793,Regional Watershed,4448.572445890044,300602.7100932934,215.50690918399454,20.726798794530982,7.9310199419108285,11.938317315760047,1546.4584155309099
2015-09-23 00:00:00,215.9346923828125,22.22056501035677,8.107645988464355,8.684201356851975,1544.5354306011834,2015-07-09 00:00:00,F,2015,215300.8712755003,192.07809689794996,-1.1932355174229872,-0.4742813677383184,Regional Watershed,4448.572445890044,300602.7100932934,215.9346923828125,22.22056501035677,8.107645988464355,8.684201356851975,1544.5354306011834
2015-09-23 18:00:00,,,,,,2015-07-09 06:00:00,F,2015,214542.5642105263,188.434792649369,-1.194527833852992,-0.475618161634147,Regional Watershed,4448.572445890044,300602.7100932934,216.0071560353281,22.90388525555065,8.11358192058325,8.920664477644054,1541.2673666535227
2015-12-24 00:00:00,228.90313720703125,158.87795506691089,8.829757690429688,69.42873807497533,843.554311912262,2015-09-23 00:00:00,LW,2015,102593.98334519689,171.63502904709927,-1.11343552623,-0.3511155626989256,Regional Watershed,4448.572445890044,300602.7100932934,228.90313720703125,158.87795506691089,8.829757690429688,69.42873807497533,843.554311912262
2015-12-24 06:00:00,,,,,,2015-09-23 18:00:00,LW,2015,102400.74097826087,172.65992393069754,-1.1130850176970695,-0.35112928461023374,Regional Watershed,4448.572445890044,300602.7100932934,228.94392473436255,159.1206834303904,8.82965481847876,69.59338079781917,841.5834733086759
2016-04-08 00:00:00,234.6958923339844,125.15940143376002,7.969209671020508,82.1043511235721,589.1910924295852,2015-12-24 00:00:00,R,2016,123447.18731642587,759.6489208112383,-1.0035120441546976,-0.5620847558481087,Regional Watershed,4618.317779798284,301163.94093194406,234.6958923339844,125.15940143376002,7.969209671020508,82.1043511235721,589.1910924295852
2016-04-08 18:00:00,,,,,,2015-12-24 06:00:00,R,2016,124081.82867924529,762.5625255896456,-1.0019347031516435,-0.561331250271159,Regional Watershed,4618.317779798284,301163.94093194406,234.572856839652,124.36956992414272,7.965770844743719,81.68416401201007,593.287423769832
2016-07-09 00:00:00,217.1455841064453,35.42401717849133,7.910932540893555,14.78168117164046,1376.4895053227092,2016-04-08 00:00:00,HW,2016,193696.31394805573,729.044450682513,-0.6673640444786404,-0.252254415275228,Regional Watershed,4618.317779798284,301163.94093194406,217.1455841064453,35.42401717849133,7.910932540893555,14.78168117164046,1376.4895053227092
2016-07-09 06:00:00,,,,,,2016-04-08 18:00:00,HW,2016,193775.9915217391,727.8561930903061,-0.6662014872816598,-0.25190691397711923,Regional Watershed,4618.317779798284,301163.94093194406,217.15409236287155,35.25658553704375,7.9096218786496015,14.68612453333727,1378.0176286511205
2016-09-23 00:00:00,232.20144653320312,46.6463657193834,8.030111312866211,21.175725265852908,1371.3904525231485,2016-07-09 00:00:00,F,2016,171072.723629017,294.4203423832649,-0.42315311757961,-0.2798925803522719,Regional Watershed,4618.317779798284,301163.94093194406,232.20144653320312,46.6463657193834,8.030111312866211,21.175725265852908,1371.3904525231485
2016-09-23 18:00:00,,,,,,2016-07-09 06:00:00,F,2016,170418.69815789472,291.5266816621184,-0.4231955238045434,-0.2788561441688333,Regional Watershed,4618.317779798284,301163.94093194406,232.3010092559816,47.66740543705347,8.04993880306957,21.401677394295344,1366.9635582810465
2016-12-16 00:00:00,230.12384033203125,181.29711706243077,10.83965301513672,45.93282253268141,785.3439559297509,2016-09-23 00:00:00,LW,2016,98742.37027796115,398.72215697780246,-0.6565726146313825,-0.1042415875619268,Regional Watershed,4618.317779798284,301163.94093194406,230.12384033203125,181.29711706243077,10.83965301513672,45.93282253268141,785.3439559297509
2016-12-16 06:00:00,,,,,,2016-09-23 18:00:00,LW,2016,98678.07095238096,400.3358559238831,-0.6572678816899281,-0.10477179068116685,Regional Watershed,4618.317779798284,301163.94093194406,230.11784006848214,181.3884243352464,10.840030594052365,46.0124436539029,784.5249528554525
2017-03-16 00:00:00,234.99539184570312,75.39275313291316,7.932968616485596,59.74952736076551,1028.185051736889,2016-12-16 00:00:00,R,2017,155581.4598255002,1039.9158119066378,-0.7290829573075818,-0.5484631979534439,Regional Watershed,4630.383093401797,300686.8509340001,234.99539184570312,75.39275313291316,7.932968616485596,59.74952736076551,1028.185051736889
2017-03-16 18:00:00,,,,,,2016-12-16 06:00:00,R,2017,156427.25088888887,1042.011054962777,-0.7289217790697539,-0.5490235774972148,Regional Watershed,4630.383093401797,300686.8509340001,235.0239686655257,74.37531717384901,7.914983254751841,59.57021197754418,1032.39428553248
2017-06-08 00:00:00,230.10487365722656,21.08413163515585,7.902323246002197,16.840143148732615,1435.6735694823274,2017-03-16 00:00:00,HW,2017,232702.1156603888,778.5444454054918,-0.7392524689951321,-0.2796555542173291,Regional Watershed,4630.383093401797,300686.8509340001,230.10487365722656,21.08413163515585,7.902323246002197,16.840143148732615,1435.6735694823274
2017-06-08 06:00:00,,,,,,2017-03-16 18:00:00,HW,2017,232803.96285714288,776.9203765802115,-0.7394645519216568,-0.27941762566336714,Regional Watershed,4630.383093401797,300686.8509340001,230.06703550840044,21.009174749697166,7.902605767846896,16.716665078661553,1436.5427992947234
2017-08-23 00:00:00,219.57666015625,20.397643848923455,7.913033962249756,9.019183608098688,1484.8317434647183,2017-06-08 00:00:00,F,2017,212762.70775868912,331.227630138799,-0.7925478711670936,-0.4283978355983972,Regional Watershed,4630.383093401797,300686.8509340001,219.57666015625,20.397643848923455,7.913033962249756,9.019183608098688,1484.8317434647183
2017-08-23 18:00:00,,,,,,2017-06-08 06:00:00,F,2017,212104.03763157892,328.2810399675869,-0.7920853112078133,-0.42846077834989454,Regional Watershed,4630.383093401797,300686.8509340001,219.5531247030414,20.851513013589724,7.926010610712849,9.32489923163658,1482.3658705592384
2017-11-30 00:00:00,230.8618621826172,116.49428816132595,10.828718185424805,74.30866689924513,925.7556352319948,2017-08-23 00:00:00,LW,2017,112344.65145467373,310.835515937056,-0.6583119884995629,-0.154672014279055,Regional Watershed,4630.383093401797,300686.8509340001,230.8618621826172,116.49428816132595,10.828718185424805,74.30866689924513,925.7556352319948
2017-11-30 18:00:00,,,,,,2017-08-23 18:00:00,LW,2017,111921.66828282828,313.1620144816591,-0.6585613680637719,-0.15467667373981672,Regional Watershed,4630.383093401797,300686.8509340001,230.9746273238441,116.87846420211135,10.835347563682504,74.5826404966185,922.7630296112712
2018-04-01 00:00:00,233.90911865234372,69.07357087570405,8.198188781738281,45.113221161304274,1034.2298070811123,2017-11-30 00:00:00,R,2018,151697.58923195943,890.8988422536515,-0.8599803209948063,-0.6026948658427371,Regional Watershed,4472.757686463789,301058.27497312025,233.90911865234372,69.07357087570405,8.198188781738281,45.113221161304274,1034.2298070811123
2018-04-01 06:00:00,,,,,,2017-11-30 18:00:00,R,2018,151903.33204918032,892.0550966556369,-0.8598096412674939,-0.6029064291309723,Regional Watershed,4472.757686463789,301058.27497312025,233.87493304489286,68.91327111740569,8.19371963041338,45.00490526167877,1035.176890874376
2018-07-09 00:00:00,215.76361083984372,21.48999678798742,7.890129566192627,12.99080951799706,1405.9776058565549,2018-04-01 00:00:00,HW,2018,216504.26185647186,943.778825899076,-0.6325195043599081,-0.3440128061644776,Regional Watershed,4472.757686463789,301058.27497312025,215.76361083984372,21.48999678798742,7.890129566192627,12.99080951799706,1405.9776058565549
2018-07-09 06:00:00,,,,,,2018-04-01 06:00:00,HW,2018,216561.9463636364,942.2497319862235,-0.6323514494070311,-0.3435187621422711,Regional Watershed,4472.757686463789,301058.27497312025,215.73433203788892,21.368486755234414,7.889050117107259,12.919243416747081,1406.7225509173247
