"","area_km2","mean_SPM","max_SPM","min_SPM","stdDev_SPM","time_start","year","water_period","mean_precipitation","mean_discharge","time_finish","anthropic_km2","class_name","mean_u__wind","mean_v__wind"
"28",1433.06103569582,22.2522102056743,217.765487670898,5.86887216567993,20.2968492179348,"1999-02-13",1999,"HW",1733.93217439042,203274.964078915,"1999-08-26",5011.9714340337,"Non-natural",-0.527175447134636,-0.249512517826908
"29",1422.78519224404,32.3839493369928,282.490112304688,6.04813718795776,18.9266726794857,"1999-08-26",1999,"F",65.9867896089229,185912.336875,"1999-09-20",5011.9714340337,"Non-natural",-0.57431769890233,-0.196035548114072
"30",866.471186333455,178.562978558003,296.486358642578,8.62900352478027,63.0276727285868,"1999-09-20",1999,"LW",578.380857781265,125298.339787807,"2000-01-13",5011.9714340337,"Non-natural",-0.564141251259234,-0.252425529149848
"31",988.055822576957,73.7790744504016,306.049041748047,6.64403247833252,52.1407113839371,"2000-01-13",2000,"R",421.085872615369,149214.789,"2000-02-29",5046.49262345811,"Non-natural",-0.703636361925174,-0.694989889883279
"32",1343.54514243282,20.8598787427473,255.054336547852,5.29695701599121,15.5932351293514,"2000-02-29",2000,"HW",1644.43772499715,183025.310285305,"2000-08-24",5046.49262345811,"Non-natural",-0.670523017855282,-0.234171321657352
"33",983.227657220464,134.0381175679,306.049041748047,8.78090858459473,74.6730738593567,"2000-09-28",2000,"LW",336.854058115127,136244.920211173,"2001-01-05",5046.49262345811,"Non-natural",-0.681570323810716,-0.335832181452056
"34",953.874669913116,114.035651480616,306.049041748047,6.31196928024292,75.5744479691543,"2001-01-05",2001,"R",390.550316390509,149854.912953488,"2001-02-14",5152.01054534172,"Non-natural",-0.928117628207235,-0.712555130258403
"35",1398.92998474976,20.7025669106775,282.490112304688,5.34286594390869,20.9777172430547,"2001-02-14",2001,"HW",1463.75637725475,190720.286253013,"2001-08-05",5152.01054534172,"Non-natural",-0.776831236143739,-0.261978827638158
"36",1380.96792344661,23.5674229823419,282.490112304688,6.24868488311768,12.8853952001018,"2001-08-05",2001,"F",57.7977633557983,162837.60816,"2001-09-07",5152.01054534172,"Non-natural",-0.554225889750897,-0.190313416586702
"37",741.907422849797,186.857755019366,296.378997802734,7.72939205169678,65.0182645654565,"2001-09-07",2001,"LW",299.428353604081,103080.747330376,"2001-12-27",5152.01054534172,"Non-natural",-0.775194367757096,-0.144284001967692
"38",1120.07288032697,90.2058465017896,298.138061523438,6.85832071304321,62.665660757001,"2001-12-27",2001,"R",482.58617779466,148226.721011905,"2002-02-26",5152.01054534172,"Non-natural",-0.849052110290301,-0.659269255081026
"39",1389.40155457298,19.9500789082728,231.266754150391,5.67499589920044,11.9452441427477,"2002-02-26",2002,"HW",1388.28982141275,180563.734937508,"2002-08-19",5152.97319806824,"Non-natural",-0.761963406773125,-0.250041237296509
"40",1399.70125710067,39.4878639164314,294.673034667969,6.04813718795776,23.8901942233059,"2002-08-19",2002,"F",40.464020890648,175660.2076,"2002-09-18",5152.97319806824,"Non-natural",-0.782722563835527,-0.0768115706668456
"41",902.42604763786,174.630735300965,306.049041748047,9.32578754425049,70.3665089905476,"2002-09-18",2002,"LW",352.94758851701,116004.588077502,"2002-12-31",5152.97319806824,"Non-natural",-0.782836057986887,-0.221633186965525
"42",942.630802552529,117.091587853961,306.049041748047,7.03822994232178,80.91061253409,"2002-12-31",2002,"R",449.177372246197,150666.27463608,"2003-03-14",5152.97319806824,"Non-natural",-1.15634705642199,-0.530119918958053
"43",1328.73582762284,33.5274444624004,284.380065917969,5.66352367401123,22.3460807620743,"2003-03-14",2003,"HW",1223.09337278394,193666.546810036,"2003-08-12",5367.89812767695,"Non-natural",-0.678132431837572,-0.204631202457495
"44",967.320566941221,155.94791051365,306.049041748047,6.15207052230835,79.0896817552077,"2003-09-18",2003,"LW",381.190234802664,126322.329689539,"2004-01-12",5367.89812767695,"Non-natural",-0.631402793184741,-0.176809983823299
"45",1359.85348393633,26.0432175145969,282.490112304688,5.55667543411255,15.8816600964977,"2004-03-08",2004,"HW",1188.84648638499,195550.162199693,"2004-07-19",5646.56740160626,"Non-natural",-0.721764898283731,-0.137105705129669
"46",1349.2088966579,38.1493612486582,296.323272705078,5.86887216567993,18.5469655446812,"2004-07-19",2004,"F",187.289762273908,171769.72231476,"2004-09-10",5646.56740160626,"Non-natural",-0.552193013053114,-0.189898963077887
"47",945.616109706288,180.378397035515,306.049041748047,6.04910802841187,62.3402185324732,"2004-09-10",2004,"LW",375.72333533661,124781.357543035,"2005-01-08",5646.56740160626,"Non-natural",-0.515710952427806,-0.0628773387822185
"48",1463.25121145324,30.033544791819,282.490112304688,5.59719848632812,21.2169086132568,"2005-02-24",2005,"HW",1372.95213218062,180999.041040591,"2005-07-13",5989.93616208425,"Non-natural",-0.795457124862234,-0.200423727167166
"49",1339.42908102687,29.9197795656652,304.234252929688,6.25151443481445,13.2084231436096,"2005-07-13",2005,"F",101.348343055357,171839.264054054,"2005-08-12",5989.93616208425,"Non-natural",-0.546255701500699,-0.541760747334598
"50",880.062188464093,122.265883253664,302.420928955078,10.0811491012573,74.2039530234522,"2005-08-12",2005,"LW",484.807947256814,106080.176949642,"2005-12-23",5989.93616208425,"Non-natural",-0.614002238099693,-0.150388430938968
"51",1483.68064785749,25.7824305938792,282.490112304688,5.34286594390869,15.6061190092688,"2006-02-02",2006,"HW",1725.97167150875,201415.740487832,"2006-08-03",6156.05996434813,"Non-natural",-0.706865760942819,-0.269638034056974
"52",1512.1308020233,27.0325878267081,282.490112304688,5.68661594390869,12.2956732758761,"2006-08-03",2006,"F",72.9478400031072,183308.064827586,"",6156.05996434813,"Non-natural",-0.691849831030689,-0.285379627672668
"53",797.28811281644,172.238556621731,306.049041748047,6.46537780761719,68.6532552012619,"2006-08-30",2006,"LW",364.804257360987,136644.786611828,"2006-12-23",6156.05996434813,"Non-natural",-0.690546015442482,-0.217232487774674
"54",1022.00365544999,86.7880706646953,306.049041748047,6.42718410491943,54.906758111015,"2006-12-23",2006,"R",295.631918395163,154536.106854762,"2007-02-24",6156.05996434813,"Non-natural",-0.911086366839707,-0.663862877503061
"55",1442.79469316323,23.7993943409659,220.104827880859,5.5537109375,14.7448918272585,"2007-02-24",2007,"HW",1554.64195271254,184493.991604637,"2007-08-06",6132.54671486439,"Non-natural",-0.658364203367275,-0.288628609613334
"56",987.215752716534,122.472702052847,304.234252929688,9.71122360229492,66.2518565809748,"2007-09-04",2007,"LW",413.684859542886,110485.558676427,"2007-12-19",6132.54671486439,"Non-natural",-0.669667968458468,-0.311042731426086
"57",1556.23873805057,21.3260179690078,282.490112304688,5.4013819694519,14.1432375396561,"2008-01-30",2008,"HW",1730.93142333437,186521.604650025,"2008-08-07",6217.09039818521,"Non-natural",-0.61761489792709,-0.422257992490072
"58",1487.37660077314,32.4095946787645,282.490112304688,8.88960933685303,11.288521893794,"2008-08-07",2008,"F",131.470047105185,164827.168693878,"2008-09-06",6217.09039818521,"Non-natural",-0.504314207882597,-0.154066577942171
"59",964.222553860308,143.995012563578,306.049041748047,7.33106565475464,75.171041504808,"2008-09-06",2008,"LW",399.182034471866,119278.744095161,"2008-12-11",6217.09039818521,"Non-natural",-0.321167595390492,-0.159829335914202
"60",1640.76327507279,22.8981784928812,217.128967285156,5.73351192474365,10.6909705613688,"2009-01-21",2009,"HW",1912.75239257628,219826.382214478,"2009-08-29",6491.27283727912,"Non-natural",-0.828492714363997,-0.27765462773152
"61",1314.74158729428,29.4473548220298,306.049041748047,5.34286594390869,17.6845353997435,"2009-08-29",2009,"F",29.3680972867748,202542.563571429,"2009-09-19",6491.27283727912,"Non-natural",-1.09806862035186,-0.12518423329314
"62",744.837362068428,178.720608023447,306.049041748047,8.95211791992188,76.7472933795241,"2009-09-19",2009,"LW",271.246310560293,128126.491528346,"2010-01-02",6491.27283727912,"Non-natural",-1.02464827171649,-0.491582112542808
"63",1058.81985223226,65.5513562077801,296.486358642578,8.84327125549316,37.3018506800568,"2010-01-02",2010,"R",444.037842802469,159893.370730458,"2010-03-07",6471.34367598369,"Non-natural",-1.05691277212796,-0.483126411928481
"64",1413.28147331555,22.6735914881197,282.490112304688,5.34286594390869,13.3975689791528,"2010-03-07",2010,"HW",1332.43857815276,205831.047478495,"2010-07-24",6471.34367598369,"Non-natural",-0.534927483771207,-0.162352185615821
"65",1248.72645122323,36.8894389408268,304.234252929688,6.02991580963135,21.4359387332341,"2010-07-24",2010,"F",130.15116414496,182633.597222222,"2010-08-20",6471.34367598369,"Non-natural",-0.586807257030054,-0.597082933079477
"66",1059.34798360103,70.1714017396789,306.049041748047,6.06071186065674,41.6096344419115,"2010-08-20",2010,"LW",723.186915272462,114141.142972554,"2011-01-17",6471.34367598369,"Non-natural",-0.635858902131905,-0.44445406780686
"67",1419.75743580119,22.6374996288246,221.461883544922,5.85208320617676,11.8995193709307,"2011-02-23",2011,"HW",1501.48879047987,185957.128157392,"2011-08-07",6347.32425838394,"Non-natural",-0.741869217263288,-0.28349221870752
"68",1304.64423632502,35.5780001358798,296.486358642578,7.85740327835083,13.1596208179389,"2011-08-07",2011,"F",87.598423107904,190126.710416667,"",6347.32425838394,"Non-natural",-1.02870957023035,-0.712555130258403
"69",842.351294132207,154.467651722558,306.049041748047,6.15207052230835,77.6097536996654,"2011-08-31",2011,"LW",419.014681127416,143118.033492294,"2011-12-26",6347.32425838394,"Non-natural",-0.454075404538535,-0.242545348944876
"70",1572.31203455974,24.9425053059604,217.169815063477,5.4013819694519,10.4033501763846,"2012-01-26",2012,"HW",1666.59560775675,193509.338981467,"2012-08-11",6219.62314467644,"Non-natural",-0.774619769434654,-0.264442729365284
"71",1410.22729035802,29.1194685945652,306.049041748047,5.86887216567993,16.0756331932123,"2012-08-11",2012,"F",65.4274353716015,170410.183695652,"2012-09-05",6219.62314467644,"Non-natural",-0.806871151796988,-0.229927359797336
"72",751.802038503816,171.121540808644,306.049041748047,6.55822324752808,70.9955826450476,"2012-09-05",2012,"LW",518.247542988677,110683.142307165,"2013-01-08",6219.62314467644,"Non-natural",-0.720713734858841,-0.242548733858787
"73",1528.34601444705,19.0713276502802,216.945022583008,5.40512800216675,11.3773528178672,"2013-02-12",2013,"HW",1621.64229596659,203547.33286129,"2013-08-20",6437.91076496943,"Non-natural",-0.690621014878624,-0.285379627672668
"74",1449.82472277288,31.5953128425958,296.486358642578,5.84490013122559,15.0662494544933,"2013-08-20",2013,"F",157.923250790048,171605.007222222,"2013-09-24",6437.91076496943,"Non-natural",-0.580667634793866,-0.191476925311936
"75",1136.36951580626,74.3424256407204,290.959381103516,7.04544448852539,36.4030844959427,"2013-09-24",2013,"LW",313.391410962284,142375.476417546,"2013-12-05",6437.91076496943,"Non-natural",-0.609189256279042,-0.349308266409153
"76",1045.05686247397,113.187756713464,306.049041748047,6.15207052230835,65.9378242495384,"2013-12-05",2013,"R",288.293188164986,162794.579187013,"2014-02-02",6437.91076496943,"Non-natural",-0.973221550102079,-0.620731384005901
"77",1606.69543414548,21.1172889851127,216.640869140625,5.67499589920044,10.2578986685889,"2014-02-02",2014,"HW",1764.52430144779,205181.134422846,"2014-09-02",6657.36875178939,"Non-natural",-0.922490064515726,-0.339598578012077
"78",1536.03473300669,25.8133658853799,295.493041992188,6.14989280700684,10.4325526451469,"2014-09-02",2014,"F",37.4903718616257,181229.005483871,"",6657.36875178939,"Non-natural",-0.614002238099693,-0.189898963077887
"79",999.830519728272,84.5630833829497,306.049041748047,6.70179224014282,51.0610100915216,"2014-09-29",2014,"R",604.660038250981,148533.568049798,"2015-02-10",6657.36875178939,"Non-natural",-0.776585179797884,-0.293815957185939
"80",1567.2772668075,20.7720038453392,216.868194580078,5.48719120025635,10.7231080602115,"2015-02-10",2015,"HW",1453.13188576926,198010.689722222,"2015-09-02",6894.19502813507,"Non-natural",-1.02870957023035,-0.377384824792686
"81",868.120056094981,150.175642799182,306.049041748047,7.13477325439453,80.5153832934591,"2015-09-21",2015,"R",864.219800217415,119580.209094828,"2016-04-02",6894.19502813507,"Non-natural",-1.07124084256963,-0.480503868608405
"82",1393.55802072295,37.7862076568369,220.822616577148,5.67499589920044,16.4157586960569,"2016-04-02",2016,"HW",836.23722629029,193923.105770161,"2016-07-20",7049.03526342306,"Non-natural",-0.681038356877817,-0.249176461631428
"83",1374.58161080404,52.7174335933839,287.353210449219,5.66352367401123,23.4094066936439,"2016-07-20",2016,"F",149.06182241317,174051.173915323,"2016-09-02",7049.03526342306,"Non-natural",-0.446638582959166,-0.272218062261561
"84",804.723366434784,197.110745477775,292.411926269531,9.7462911605835,55.957595477783,"2016-09-02",2016,"R",1041.52418595035,122697.838129826,"2017-02-01",7049.03526342306,"Non-natural",-0.684865431649918,-0.224820875846813
"85",1493.8239355905,20.1399624628764,240.665893554688,5.73351192474365,11.5620096106165,"2017-02-01",2017,"HW",1552.29400676133,201998.420511939,"2017-08-03",7095.9715933669,"Non-natural",-0.765623156481148,-0.401675051479102
"86",1473.66590604545,33.8474593980651,297.307830810547,6.28186511993408,14.0973204172565,"2017-08-03",2017,"F",37.0504917939866,184040.4015625,"",7095.9715933669,"Non-natural",-0.504314207882597,-0.354462279714088
"87",897.348122170271,131.568571674899,286.107147216797,8.09948444366455,71.8195042551448,"2017-08-27",2017,"R",807.645547954692,136730.594300947,"2018-02-17",7095.9715933669,"Non-natural",-0.752313730474322,-0.401195582574081
"88",1428.09815086229,19.9252971178302,216.91162109375,5.67499589920044,11.5856060968939,"2018-02-17",2018,"HW",1475.36820809903,190479.61224086,"2018-08-15",6987.5105192754,"Non-natural",-0.73373713762576,-0.385727283200247
"89",1414.24659080156,20.7395663954495,272.352874755859,5.80126428604126,12.3445873047891,"2018-08-15",2018,"F",135.174490215193,171801.603548387,"2018-09-16",6987.5105192754,"Non-natural",-0.769042564043404,-0.370925844924248
"90",1040.1547369938,78.052286156572,296.486358642578,6.53792142868042,42.1708347837258,"2018-09-16",2018,"R",553.131490438176,137301.264435484,"2019-01-23",6987.5105192754,"Non-natural",-0.933333076919951,-0.452668087421559
"91",1457.4479595642,18.0485707613399,216.945022583008,5.34286594390869,11.5948623355887,"2019-01-23",2019,"HW",1591.30386046054,203283.956727279,"2019-08-22",6844.9935306696,"Non-natural",-0.879839127282377,-0.428145288802285
"92",1479.01372523014,21.0235191173377,299.828063964844,5.86887216567993,11.6274519826682,"2019-08-22",2019,"F",73.4385356452904,179846.426818182,"2019-09-18",6844.9935306696,"Non-natural",-0.667676581572995,-0.371296787369547
"93",1046.47705009874,63.2787743858652,296.323272705078,6.12293672561646,32.1256976656446,"2019-09-18",2019,"R",681.920435600423,149345.826018155,"2020-02-07",6844.9935306696,"Non-natural",-0.698708411936958,-0.432310168152213
"94",1401.4600417343,20.3629901489668,217.316268920898,5.67499589920044,12.1360116230398,"2020-02-07",2020,"HW",1470.6240513483,198614.239581103,"2020-08-08",6964.11002599232,"Non-natural",-0.685150320663459,-0.289072065581823
"95",1402.71948597418,20.3261218480134,290.583831787109,5.80126428604126,10.7513225194192,"2020-08-08",2020,"F",80.598440392321,166808.0138,"2020-09-04",6964.11002599232,"Non-natural",-0.878273722154961,-0.341203674960461
"96",1007.75349133546,75.7004915938565,296.378997802734,6.52774620056152,43.6004638353408,"2020-09-04",2020,"R",747.573859342595,111817.236621864,"2021-01-27",6964.11002599232,"Non-natural",-0.675887144940884,-0.334921428328712
"97",1546.49646309951,17.7425091504108,216.640869140625,5.73351192474365,11.7336777853733,"2021-01-27",2021,"HW",1764.85500951982,214749.521715118,"2021-08-30",7015.77074421585,"Non-natural",-0.604324270832723,-0.412601232595209
"98",1517.28768876363,30.4219150716213,290.583831787109,5.86887216567993,14.8136552208856,"2021-08-30",2021,"F",92.5204218882283,197150.935,"2021-09-26",7015.77074421585,"Non-natural",-0.578512883270172,-0.269483322644256
"99",1070.73521104733,96.2079669270921,299.828063964844,6.15207052230835,51.2039936949722,"2021-09-26",2021,"R",521.174779288155,179420.352285714,"2022-01-01",7015.77074421585,"Non-natural",-0.599474745018662,-0.342349926542061
"100",1566.91202239822,18.0212953999428,216.640869140625,5.67499589920044,10.2382384894155,"2022-01-01",2022,"HW",2067.03781321029,228570.401541975,"2022-08-24",7356.68847869342,"Non-natural",-0.645215824560009,-0.42506750864446
"101",1468.27308855107,22.6876374126239,292.398620605469,5.80126428604126,12.2773771319783,"2022-08-24",2022,"F",65.554121081663,190831.037272727,"2022-09-16",7356.68847869342,"Non-natural",-0.926218305612694,-0.392992769336119
"102",872.669869355151,103.300733679513,306.049041748047,6.04813718795776,65.4206343634692,"2022-09-16",2022,"R",848.888666173349,127765.867355511,"2023-02-15",7356.68847869342,"Non-natural",-0.638435391751567,-0.484616714785075
"103",1400.95703799709,21.0864178539889,217.036392211914,5.67499589920044,10.835326290384,"2023-02-15",2023,"HW",1158.74387325048,189753.361510846,"2023-08-01",7855.05922293287,"Non-natural",-0.869655339514396,-0.252779669472347
"104",1428.3507968418,26.4646224060476,298.301147460938,5.80126428604126,12.7789065570675,"2023-08-01",2023,"F",39.4965237976562,180788.903055556,"2023-08-25",7855.05922293287,"Non-natural",-1.00361370978957,-0.272865019365824
"105",818.725543236295,101.950880547446,296.378997802734,6.04813718795776,70.3785244073503,"2023-08-25",2023,"R",849.509685876275,118005.620148131,"2024-03-25",7855.05922293287,"Non-natural",-1.13196841258013,-0.327665981038282
"106",1082.83863175744,45.5932031280351,304.234252929688,5.97280550003052,22.1190429915494,"2024-03-25",2024,"HW",103.628712134002,169781.068387097,"2024-04-06",8037.95450135978,"",-0.806059019009775,-0.214632831961685
"107",1185.06155530263,38.1885415225566,282.490112304688,5.51015138626099,23.1102453221648,"2024-04-06",2024,"F",605.58920814648,203966.253076923,"2024-05-30",8037.95450135978,"",-0.645301774390937,-0.148800352445223
"108",1184.20174844856,46.7842730033062,257.671569824219,5.67499589920044,33.4401102803625,"2024-05-30",2024,"LW",680.93463567946,129132.978647491,"2025-01-01",8037.95450135978,"",-0.978633150605757,-0.252283565225376
