,area_km2,mean_SPM,max_SPM,min_SPM,stdDev_SPM,time_start,year,water_period,mean_precipitation,mean_discharge,mean_u__wind,mean_v__wind,time_finish,anthropic_km2,class_name
0,988.055822576957,73.77907445040164,306.0490417480469,6.64403247833252,52.140711383937145,2000-01-13,2000,R,560.4300413703212,149214.789,-1.0323634444466097,-0.5046349294791739,2000-02-29,5315.676244996568,Non-natural
1,1343.5451424328216,20.859878742747316,255.0543365478516,5.296957015991211,15.5932351293514,2000-02-29,2000,HW,1447.914744069951,183025.31028530464,-1.4145862477440991,-0.1435127639117019,2000-08-24,5315.676244996568,Non-natural
2,983.2276572204636,134.03811756789975,306.0490417480469,8.780908584594727,74.67307385935673,2000-09-28,2000,LW,258.2166293308809,136244.9202111729,-1.286616513830559,0.0214530358679971,2001-01-05,5315.676244996568,Non-natural
3,953.8746699131158,114.03565148061634,306.0490417480469,6.31196928024292,75.57444796915432,2001-01-05,2001,R,560.5349191014085,149854.9129534884,-1.4055477105767622,-0.5930465471434904,2001-02-14,5421.196847128337,Non-natural
4,1398.9299847497607,20.702566910677504,282.4901123046875,5.342865943908691,20.977717243054677,2001-02-14,2001,HW,1275.7308944091883,190720.28625301324,-1.51933178157338,-0.1788475028108918,2001-08-05,5421.196847128337,Non-natural
5,1380.9679234466091,23.567422982341924,282.4901123046875,6.248684883117676,12.88539520010177,2001-08-05,2001,F,21.08026185143968,162837.60815999997,-1.3887208403102935,-0.1110900435612831,2001-09-07,5421.196847128337,Non-natural
6,741.9074228497971,186.8577550193656,296.3789978027344,7.729392051696777,65.01826456545649,2001-09-07,2001,LW,177.8921024397601,103080.74733037633,-1.8165920023342976,0.163258578711502,2001-12-27,5421.196847128337,Non-natural
7,1120.0728803269735,90.2058465017896,298.1380615234375,6.858320713043213,62.66566075700102,2001-12-27,2001,R,654.0723054310487,148226.72101190477,-1.31469132799369,-0.5025667180444047,2002-02-26,5421.196847128337,Non-natural
8,1389.4015545729806,19.9500789082728,231.26675415039065,5.67499589920044,11.94524414274765,2002-02-26,2002,HW,1161.0940071519633,180563.7349375079,-1.699834873949071,-0.1929077621957277,2002-08-19,5422.1648621378845,Non-natural
9,1399.7012571006728,39.487863916431394,294.67303466796875,6.048137187957764,23.890194223305866,2002-08-19,2002,F,10.199185761512975,175660.20759999997,-2.403540665504736,-0.0297001183463037,2002-09-18,5422.1648621378845,Non-natural
10,902.4260476378596,174.63073530096503,306.0490417480469,9.325787544250488,70.36650899054759,2002-09-18,2002,LW,278.7943003599798,116004.58807750206,-1.641473453796486,0.0338664431261512,2002-12-31,5422.1648621378845,Non-natural
11,942.6308025525292,117.09158785396124,306.0490417480469,7.038229942321777,80.91061253409002,2002-12-31,2002,R,663.6494260703222,150666.27463608026,-1.91577105240948,-0.374960264871986,2003-03-14,5422.1648621378845,Non-natural
12,1328.735827622836,33.52744446240044,284.38006591796875,5.663523674011231,22.346080762074276,2003-03-14,2003,HW,1169.672810601855,193666.54681003583,-1.4769386454237377,-0.1812694818416532,2003-08-12,5637.086216580568,Non-natural
13,967.3205669412216,155.9479105136505,306.0490417480469,6.15207052230835,79.08968175520774,2003-09-18,2003,LW,269.76376054363857,126322.32968953854,-1.2244755515402233,0.1611996192089901,2004-01-12,5637.086216580568,Non-natural
14,1359.8534839363283,26.043217514596908,282.4901123046875,5.556675434112549,15.881660096497653,2004-03-08,2004,HW,1104.0218599290197,195550.16219969277,-1.4972569030910063,-0.1067706345511632,2004-07-19,5915.756384220208,Non-natural
15,1349.208896657897,38.14936124865819,296.3232727050781,5.868872165679932,18.546965544681157,2004-07-19,2004,F,106.57970456122038,171769.7223147605,-1.5069848521020008,-0.1617271708861157,2004-09-10,5915.756384220208,Non-natural
16,945.6161097062884,180.37839703551552,306.0490417480469,6.049108028411865,62.34021853247312,2004-09-10,2004,LW,224.355097900055,124781.3575430352,-1.2074144128354374,0.2021806450745627,2005-01-08,5915.756384220208,Non-natural
17,1463.251211453241,30.033544791818965,282.4901123046875,5.597198486328125,21.216908613256813,2005-02-24,2005,HW,1428.5040319447646,180999.04104059143,-1.4931845315873429,-0.2443288075357366,2005-07-13,6259.126037656456,Non-natural
18,1339.4290810268717,29.919779565665216,304.2342529296875,6.251514434814453,13.208423143609624,2005-07-13,2005,F,68.59874264746975,171839.26405405405,-1.2813385490964302,-0.5564348405840144,2005-08-12,6259.126037656456,Non-natural
19,880.0621884640932,122.26588325366366,302.4209289550781,10.081149101257324,74.20395302345223,2005-08-12,2005,LW,335.2890389190736,106080.17694964157,-1.3233272303241383,0.0497027455633958,2005-12-23,6259.126037656456,Non-natural
20,1483.6806478574886,25.78243059387922,282.4901123046875,5.342865943908691,15.606119009268776,2006-02-02,2006,HW,2031.013422902824,201415.7404878325,-1.3660994857029447,-0.2441094733172941,2006-08-03,6425.254308484544,Non-natural
21,1512.1308020233012,27.032587826708056,282.4901123046875,5.686615943908691,12.295673275876052,2006-08-03,2006,F,20.56912857514617,183308.0648275862,,,,6425.254308484544,Non-natural
22,797.2881128164398,172.23855662173136,306.0490417480469,6.465377807617188,68.65325520126194,2006-08-30,2006,LW,323.69872289083105,136644.78661182796,-1.5856600928150095,-0.0002025270842975,2006-12-23,6425.254308484544,Non-natural
23,1022.0036554499912,86.78807066469534,306.0490417480469,6.427184104919434,54.90675811101502,2006-12-23,2006,R,349.4780463588232,154536.10685476192,-1.3915212701236994,-0.21972676468159,2007-02-24,6425.254308484544,Non-natural
24,1442.7946931632348,23.79939434096593,220.10482788085935,5.5537109375,14.744891827258536,2007-02-24,2007,HW,1489.7919601537958,184493.99160463712,-1.3761847700383172,-0.2875121538360767,2007-08-06,6401.743740644672,Non-natural
25,987.2157527165342,122.47270205284664,304.2342529296875,9.711223602294922,66.25185658097479,2007-09-04,2007,LW,274.7748312921668,110485.5586764268,-1.29362010113083,-0.1778247810747035,2007-12-19,6401.743740644672,Non-natural
26,1556.2387380505745,21.32601796900779,282.4901123046875,5.401381969451904,14.143237539656107,2008-01-30,2008,HW,1912.683834027096,186521.60465002476,-1.168794418273329,-0.3692003332708249,2008-08-07,6486.299043394131,Non-natural
27,1487.37660077314,32.409594678764485,282.4901123046875,8.889609336853027,11.288521893793982,2008-08-07,2008,F,19.878210452128435,164827.16869387752,-1.4279188974423154,0.0199717052915223,2008-09-06,6486.299043394131,Non-natural
