"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",0.813544340904132,0.0499808028632244,0.0198285861956842,0.0122803122924887,0.00628580184951666
"area_km2",0.709181108092961,0.0968561254888775,0.00118757365844279,0.081262846237071,8.85787763271695e-07
"mean_discharge",0.823920812661885,0.042300480588518,0.0158540808881945,0.00316838985565217,0.0219041553612414
"precipitation",0.198177760223827,0.528976671734925,0.00685108587081497,0.0860316620799372,0.167536267823865
"u_wind",0.00103731127655704,0.485311983279583,0.0452828544005474,0.462297382969245,0.000587988738379232
"v_wind",0.322488363831983,0.351171826993972,0.0222510022829063,0.0836074574604113,0.217261156157891
"anthropogenic_km2",0.0269537332759707,0.0058484152021717,0.921080853739516,0.0285748845147732,0.0121267361145779
