"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSSmean",0.659700077175265,0.18146795556731,0.0645655830447895,0.00427792296053853,6.12565913089613e-05
"areakm2",0.572563208527808,0.272301723102527,0.00833644564699254,0.0597876206875294,0.00722513056898816
"precipitation",0.336284876271017,0.389738672566202,0.00209571431450071,0.0816418619289816,0.190153761008478
"uwind",0.0202125304239026,0.468814959324911,0.0335567655087461,0.472457737424066,0.00449042476735366
"vwind",0.523336410323056,0.16739438819343,0.016491042284101,0.0933740557192709,0.195703173399311
"anthropogenickm2",0.0626464810542529,0.00335517421193175,0.882749399083977,0.0413344725694087,0.00559362612854246
