"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",28.0987592664517,3.2029812667184,1.9207492022281,1.62175651558234,1.47656980808325
"area_km2",24.4941894752456,6.20695022360406,0.115037508702339,10.7316937241364,0.000208076471216978
"mean_discharge",28.4571490521052,2.71079372752332,1.53574808196297,0.418422330794616,5.14540789739671
"precipitation",6.84480107169733,33.8990627008249,0.663648814438836,11.3614707184487,39.3552009353733
"u_wind",0.0358273770449431,31.100844762584,4.38644518606141,61.0516878651054,0.138121824290483
"v_wind",11.1383270043723,22.5045761337416,2.15540303589422,11.0413266094731,51.0358537115945
"anthropogenic_km2",0.930946753082877,0.374791185003757,89.2229681707122,3.77364223645936,2.84863774679048
