"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",0.835023703267627,0.0496615256767783,0.00227687700457599,0.0204077291291087,0.00202873569519423
"area_km2",0.800744986782459,0.0822245846431787,0.00591451466150616,0.0212318052179937,0.000243980497806373
"precipitation",0.155498126052041,0.140910622622449,0.327791382463215,0.35410212676107,0.0209705105512529
"u_wind",0.013431727176105,0.526023276893171,0.0104219038846601,0.238716507637282,0.211364335278234
"v_wind",0.02814968532513,0.593585486615664,0.000148821433757213,0.0113367976116778,0.366446688941442
"anthropogenic_km2",0.0714822442500484,0.136801405307389,0.618916481241284,0.142044660673071,0.0300078067851233
