"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",-0.913796313883804,-0.222848660926599,0.0477166323683471,0.142855623372371,0.0450414885987822
"area_km2",0.894843554361576,0.286748294926367,0.0769058818394677,-0.145711376419255,-0.0156198750893332
"precipitation",0.394332506968473,-0.375380636983914,-0.572530682551787,0.595064808874689,0.144811983451829
"u_wind",-0.115895328534437,0.725274621707647,0.102087726415373,0.488586233573237,-0.459743771331634
"v_wind",-0.167778679590495,0.770444992595619,-0.0121992390646799,0.106474398855677,0.605348402939532
"anthropogenic_km2",0.267361635710976,-0.369866739931275,0.786712451433994,0.376888127530002,0.17322761553841
