"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",43.8486762235362,3.24753475933611,0.235830947633517,2.59034052476347,0.321479586719341
"area_km2",42.048635895777,5.37694307739641,0.612604718925112,2.69493999661174,0.0386618867051889
"precipitation",8.16550111804103,9.21462115168315,33.9514836317635,44.9459654747089,3.32305045022877
"u_wind",0.705325434192061,34.398437274134,1.07946431200509,30.3001397044643,33.4934310632069
"v_wind",1.47819329293991,38.8165581735882,0.0154144030093,1.43897275825188,58.0682493015866
"anthropogenic_km2",3.75366803551386,8.94590556386215,64.1052019866635,18.0296415411998,4.75512771155323
