"","TSS_mean","area_km2","precipitation","mean_discharge","u_wind","v_wind","anthropogenic_km2"
"TSS_mean",1,-0.647190383002516,-0.134097474606281,-0.712235579163172,-0.0140713819774485,-0.0511601901034386,-0.106749947081119
"area_km2",-0.647190383002516,1,0.133538346845588,0.661727704780542,0.0120212468549063,0.00661634516820427,0.146851779053391
"precipitation",-0.134097474606281,0.133538346845588,1,0.257478333799273,-0.0772528189357935,-0.124033174913801,0.0570462680168941
"mean_discharge",-0.712235579163172,0.661727704780542,0.257478333799273,1,-0.0243220575901593,0.0776255707762557,0.0702252738293778
"u_wind",-0.0140713819774485,0.0120212468549063,-0.0772528189357935,-0.0243220575901593,1,0.217407510949585,-0.124259197660561
"v_wind",-0.0511601901034386,0.00661634516820427,-0.124033174913801,0.0776255707762557,0.217407510949585,1,-0.17678694939889
"anthropogenic_km2",-0.106749947081119,0.146851779053391,0.0570462680168941,0.0702252738293778,-0.124259197660561,-0.17678694939889,1
