,EstacaoCodigo,Data,Maxima,Minima,Media,location,water_period,longitude,latitude
439,17050001,2021-08-01,755.0,640.0,698.0,Óbidos,HW,-55.5131,-1.9192
440,17050001,2021-09-01,635.0,432.0,543.0,Óbidos,T,-55.5131,-1.9192
441,17050001,2021-10-01,421.0,223.0,317.0,Óbidos,T,-55.5131,-1.9192
442,17050001,2021-11-01,296.0,218.0,247.0,Óbidos,LW,-55.5131,-1.9192
443,17050001,2021-12-01,477.0,301.0,392.0,Óbidos,T,-55.5131,-1.9192
444,17050001,2022-01-01,573.0,486.0,550.0,Óbidos,T,-55.5131,-1.9192
445,17050001,2022-02-01,617.0,572.0,586.0,Óbidos,T,-55.5131,-1.9192
446,17050001,2022-03-01,755.0,620.0,677.0,Óbidos,T,-55.5131,-1.9192
447,17050001,2022-04-01,831.0,757.0,805.0,Óbidos,HW,-55.5131,-1.9192
448,17050001,2022-05-01,844.0,829.0,837.0,Óbidos,HW,-55.5131,-1.9192
449,17050001,2022-06-01,830.0,808.0,824.0,Óbidos,HW,-55.5131,-1.9192
450,17050001,2022-07-01,805.0,729.0,774.0,Óbidos,HW,-55.5131,-1.9192
451,17050001,2022-08-01,726.0,611.0,673.0,Óbidos,T,-55.5131,-1.9192
452,17050001,2022-09-01,609.0,385.0,512.0,Óbidos,T,-55.5131,-1.9192
453,17050001,2022-10-01,375.0,92.0,201.0,Óbidos,LW,-55.5131,-1.9192
454,17050001,2022-11-01,167.0,82.0,129.0,Óbidos,LW,-55.5131,-1.9192
455,17050001,2022-12-01,233.0,159.0,196.0,Óbidos,LW,-55.5131,-1.9192
456,17050001,2023-01-01,383.0,237.0,307.0,Óbidos,T,-55.5131,-1.9192
457,17050001,2023-02-01,562.0,384.0,471.0,Óbidos,T,-55.5131,-1.9192
458,17050001,2023-03-01,678.0,565.0,625.0,Óbidos,T,-55.5131,-1.9192
459,17050001,2023-04-01,740.0,681.0,716.0,Óbidos,HW,-55.5131,-1.9192
460,17050001,2023-05-01,764.0,742.0,756.0,Óbidos,HW,-55.5131,-1.9192
461,17050001,2023-06-01,750.0,715.0,738.0,Óbidos,HW,-55.5131,-1.9192
462,17050001,2023-07-01,712.0,625.0,678.0,Óbidos,T,-55.5131,-1.9192
463,17050001,2023-08-01,623.0,468.0,557.0,Óbidos,T,-55.5131,-1.9192
464,17050001,2023-09-01,462.0,100.0,298.0,Óbidos,T,-55.5131,-1.9192
465,17050001,2023-10-01,92.0,-92.0,-27.0,Óbidos,LW,-55.5131,-1.9192
466,17050001,2023-11-01,-18.0,-90.0,-67.0,Óbidos,LW,-55.5131,-1.9192
467,17050001,2023-12-01,156.0,-29.0,47.0,Óbidos,LW,-55.5131,-1.9192
468,17050001,2024-01-01,318.0,160.0,251.0,Óbidos,LW,-55.5131,-1.9192
469,17050001,2024-02-01,412.0,320.0,370.0,Óbidos,T,-55.5131,-1.9192
470,17050001,2024-03-01,510.0,414.0,467.0,Óbidos,T,-55.5131,-1.9192
471,17050001,2024-04-01,628.0,510.0,570.0,Óbidos,T,-55.5131,-1.9192
472,17050001,2024-05-01,656.0,630.0,645.0,Óbidos,T,-55.5131,-1.9192
473,17050001,2024-06-01,654.0,620.0,641.0,Óbidos,T,-55.5131,-1.9192
474,17050001,2024-07-01,620.0,526.0,578.0,Óbidos,T,-55.5131,-1.9192
475,17050001,2024-08-01,522.0,284.0,422.0,Óbidos,T,-55.5131,-1.9192
476,17050001,2024-09-01,274.0,-64.0,96.0,Óbidos,LW,-55.5131,-1.9192
477,17050001,2024-10-01,-64.0,-128.0,-94.0,Óbidos,LW,-55.5131,-1.9192
478,17050001,2024-11-01,-20.0,-124.0,-70.0,Óbidos,LW,-55.5131,-1.9192
479,17050001,2024-12-01,156.0,-16.0,56.0,Óbidos,LW,-55.5131,-1.9192
480,17050001,2025-01-01,412.0,160.0,299.0,Óbidos,T,-55.5131,-1.9192
481,17050001,2025-02-01,546.0,416.0,479.0,Óbidos,T,-55.5131,-1.9192
482,17050001,2025-03-01,684.0,548.0,625.0,Óbidos,T,-55.5131,-1.9192
483,17050001,2025-04-01,758.0,686.0,724.0,Óbidos,HW,-55.5131,-1.9192
484,17050001,2025-05-01,778.0,760.0,773.0,Óbidos,HW,-55.5131,-1.9192
485,17050001,2025-06-01,778.0,764.0,772.0,Óbidos,HW,-55.5131,-1.9192
486,17050001,2025-07-01,766.0,724.0,749.0,Óbidos,HW,-55.5131,-1.9192
