system:index,area_km2,class,class_name,watershed,year,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,135.94398158564,30,Mining,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.42863924401855463,31,Aquaculture,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18186.929678857297,33,"River, Lake and Ocean",Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.20022356115722664,35,Unknown,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,0.7101105646972655,41,Mosaic of Crops,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_0,24.985554768643972,0,Unknown,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_1,290136.1669689732,3,Forest Formation,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_2,558.0617996189451,4,Savanna Formation,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_3,18266.179755077184,6,Unknown,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_4,5607.063526703231,11,Wetland,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_5,4258.19629725543,12,Grassland,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_6,3934.9632421556153,15,Pasture,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_7,42.77619570442971,20,Sugar Cane,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_8,150.40962647370017,24,Urban Infrastructure,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_9,182.77985832576846,25,Other Non Vegetated,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_11,144.340573262602,30,Mining,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.494712534118652,31,Aquaculture,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_13,18739.886181895185,33,"River, Lake and Ocean",Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.20022356115722664,35,Unknown,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_15,4.435910101196284,41,Mosaic of Crops,Curuai - Regional Watershed,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,27.251804948601695,0,Unknown,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_1,290012.24049752514,3,Forest Formation,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_2,557.3247913008787,4,Savanna Formation,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_3,18272.19363178107,6,Unknown,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_4,5661.793289648219,11,Wetland,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_5,4260.608963494321,12,Grassland,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_6,4063.855587484311,15,Pasture,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_7,42.8842739771391,20,Sugar Cane,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_8,152.78655918624463,24,Urban Infrastructure,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_9,195.8136396335508,25,Other Non Vegetated,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_10,165.54598006899178,29,Rocky outcrop,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_11,152.30285447043963,30,Mining,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_12,0.5259775740966791,31,Aquaculture,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_13,18641.06534292213,33,"River, Lake and Ocean",Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_14,2.0515202324218773,35,Unknown,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_15,8.241692231445306,41,Mosaic of Crops,Curuai - Regional Watershed,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_0,28.651009983779723,0,Unknown,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1,289924.6268137397,3,Forest Formation,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_2,556.8992983868743,4,Savanna Formation,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_3,18257.10496193101,6,Unknown,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_4,5465.438713261555,11,Wetland,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_5,4254.058514470726,12,Grassland,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_6,4149.166346830863,15,Pasture,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_7,42.8565770805327,20,Sugar Cane,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_8,154.59681673914696,24,Urban Infrastructure,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_9,197.47957360120577,25,Other Non Vegetated,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_11,160.78292417814967,30,Mining,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_12,0.49384313354492154,31,Aquaculture,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_13,18848.057738062103,33,"River, Lake and Ocean",Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_14,0.4656590605490292,35,Unknown,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_15,10.261635949951161,41,Mosaic of Crops,Curuai - Regional Watershed,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_0,31.18795735878955,0,Unknown,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_1,289810.1538521278,3,Forest Formation,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_2,556.5214579680511,4,Savanna Formation,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_3,18273.115714841944,6,Unknown,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_4,5971.236810131253,11,Wetland,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_5,4264.79797306633,12,Grassland,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_6,4277.399777987484,15,Pasture,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_7,42.905413459945166,20,Sugar Cane,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_8,157.15619824248313,24,Urban Infrastructure,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_9,202.34886680483675,25,Other Non Vegetated,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_10,165.54598006899187,29,Rocky outcrop,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_11,173.06047351960456,30,Mining,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_12,0.45096981481933573,31,Aquaculture,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_13,18276.27920884916,33,"River, Lake and Ocean",Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_14,0.30928257653808594,35,Unknown,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_2_15,14.016469660076062,41,Mosaic of Crops,Curuai - Regional Watershed,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_0,31.558780510177787,0,Unknown,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_1,289662.3257067982,3,Forest Formation,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2,556.5890790515557,4,Savanna Formation,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_3,18227.236117030723,6,Unknown,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_4,6667.476542032816,11,Wetland,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_5,4277.549604061509,12,Grassland,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_6,4444.939809724205,15,Pasture,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_7,42.925956721167005,20,Sugar Cane,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_8,160.04328396852674,24,Urban Infrastructure,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_9,209.58803964989275,25,Other Non Vegetated,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_11,184.97756485097824,30,Mining,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_12,0.48046263012695306,31,Aquaculture,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_13,17571.80931880522,33,"River, Lake and Ocean",Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_14,0.10547446917724614,35,Unknown,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_15,13.334686105551791,41,Mosaic of Crops,Curuai - Regional Watershed,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_0,29.31716885270277,0,Unknown,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_1,289615.7272038238,3,Forest Formation,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_2,556.6352411423854,4,Savanna Formation,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_3,18208.726976712067,6,Unknown,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_4,6239.147681202912,11,Wetland,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_5,4275.340807830977,12,Grassland,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_6,4459.388867870995,15,Pasture,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_7,47.79247557327491,20,Sugar Cane,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_8,162.26389467442945,24,Urban Infrastructure,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_9,201.65844368215775,25,Other Non Vegetated,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_10,165.54687402828134,29,Rocky outcrop,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_11,198.34973444873089,30,Mining,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_12,0.535844079772949,31,Aquaculture,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_13,18047.14608437763,33,"River, Lake and Ocean",Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_14,0.1787773213500976,35,Unknown,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_15,8.730330856371838,41,Mosaic of Crops,Curuai - Regional Watershed,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_0,23.7917463509878,0,Unknown,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_1,289694.55875107966,3,Forest Formation,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_2,556.9172624346986,4,Savanna Formation,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_3,18331.71353903151,6,Unknown,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_4,6526.249744590954,11,Wetland,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_5,4280.549215014934,12,Grassland,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_6,4302.017893618603,15,Pasture,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_7,47.78751007413349,20,Sugar Cane,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_8,164.72712264984472,24,Urban Infrastructure,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_9,184.09272932711525,25,Other Non Vegetated,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_10,165.54687402828137,29,Rocky outcrop,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_11,208.47172782654013,30,Mining,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_12,0.7055393201904293,31,Aquaculture,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_13,17723.09111866349,33,"River, Lake and Ocean",Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_14,0.25296227185058584,35,Unknown,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_15,6.012670195340985,41,Mosaic of Crops,Curuai - Regional Watershed,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_0,20.73074825220851,0,Unknown,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_1,289688.70895384444,3,Forest Formation,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2,557.4844706718101,4,Savanna Formation,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3,18416.92039446332,6,Unknown,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4,6207.434731660469,11,Wetland,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5,4293.344625715209,12,Grassland,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6,4206.1899240432285,15,Pasture,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7,47.9349328694216,20,Sugar Cane,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8,167.04598556064582,24,Urban Infrastructure,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9,176.92962149352113,25,Other Non Vegetated,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10,165.54687402828137,29,Rocky outcrop,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11,219.95945590189874,30,Mining,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12,0.6394868114624022,31,Aquaculture,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13,18042.210855114463,33,"River, Lake and Ocean",Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14,0.4880531262817381,35,Unknown,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15,4.917292921648336,41,Mosaic of Crops,Curuai - Regional Watershed,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0,21.05916343042543,0,Unknown,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_1,289536.406406154,3,Forest Formation,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2,559.1953799945624,4,Savanna Formation,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_3,18436.220529493614,6,Unknown,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_4,6460.01668139567,11,Wetland,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_5,4304.890834937375,12,Grassland,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_6,4253.979995555411,15,Pasture,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_7,48.04304294064957,20,Sugar Cane,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_8,168.87937044318966,24,Urban Infrastructure,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_9,188.19809487886184,25,Other Non Vegetated,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_10,165.54687402828137,29,Rocky outcrop,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_11,267.50773951370155,30,Mining,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_12,0.5438922773437499,31,Aquaculture,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_13,17798.884584485935,33,"River, Lake and Ocean",Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_14,0.07865983288574216,35,Unknown,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_15,7.03515711665063,41,Mosaic of Crops,Curuai - Regional Watershed,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0,20.18776049887146,0,Unknown,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_1,289451.4242558098,3,Forest Formation,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_2,559.4114101423895,4,Savanna Formation,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_3,18460.256886248517,6,Unknown,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_4,5914.851515772185,11,Wetland,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_5,4361.027858996138,12,Grassland,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_6,4153.174434063449,15,Pasture,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_7,48.11988063211684,20,Sugar Cane,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_8,171.35917987623344,24,Urban Infrastructure,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_9,188.2832045275281,25,Other Non Vegetated,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_11,300.82258890560894,30,Mining,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_12,0.48942212603759755,31,Aquaculture,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_13,18400.727910510184,33,"River, Lake and Ocean",Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_14,0.1331888860473633,35,Unknown,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_15,20.67092941523967,41,Mosaic of Crops,Curuai - Regional Watershed,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0,19.874255024389647,0,Unknown,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1,289213.6674779398,3,Forest Formation,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2,557.341619637188,4,Savanna Formation,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_3,18375.3028500602,6,Unknown,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_4,5056.660150131155,11,Wetland,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_5,4340.275790194866,12,Grassland,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_6,4396.672007757077,15,Pasture,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_7,48.11630616696792,20,Sugar Cane,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_8,173.65462380169154,24,Urban Infrastructure,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_9,189.6118511048179,25,Other Non Vegetated,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_10,165.5424054890968,29,Rocky outcrop,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_11,330.6371842213931,30,Mining,Curuai - Regional Watershed,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
