system:index,area_km2,class,class_name,watershed,year,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18196.057914117322,33,"River, Lake and Ocean",Curuai - Regional Watershed,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.3888231883544924,35,Unknown,Curuai - Regional Watershed,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,31.934796421569807,0,Unknown,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290795.0131388195,3,Forest Formation,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.8572155311864,4,Savanna Formation,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18050.035609080842,6,Unknown,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6732.578448043763,11,Wetland,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4302.183405183725,12,Grassland,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3443.294656615352,15,Pasture,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,40.642944682855074,20,Sugar Cane,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,129.63141855963727,24,Urban Infrastructure,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,202.28306417610727,25,Other Non Vegetated,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,95.23773586673721,30,Mining,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.2679016224365236,31,Aquaculture,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,17668.92238243965,33,"River, Lake and Ocean",Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.7335375053280114,35,Unknown,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,0.32417186022949224,41,Mosaic of Crops,Curuai - Regional Watershed,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,30.74213528625491,0,Unknown,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290691.67115450354,3,Forest Formation,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.8793133391084,4,Savanna Formation,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,17986.70523476995,6,Unknown,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,7079.4831664965795,11,Wetland,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4298.433393465439,12,Grassland,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3574.2210141317064,15,Pasture,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,41.322869985833265,20,Sugar Cane,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,134.0615859970806,24,Urban Infrastructure,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,205.5859180738328,25,Other Non Vegetated,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.54598006899184,29,Rocky outcrop,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,100.09769889390614,30,Mining,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.2679017084960939,31,Aquaculture,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,17349.842560617384,33,"River, Lake and Ocean",Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.37005210021972706,35,Unknown,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,0.2564270399169922,41,Mosaic of Crops,Curuai - Regional Watershed,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,29.435366422694333,0,Unknown,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290492.9358070288,3,Forest Formation,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.797915135607,4,Savanna Formation,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,17979.231842731704,6,Unknown,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6738.536094572345,11,Wetland,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4286.8659688097405,12,Grassland,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3757.747081078132,15,Pasture,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.04757952181447,20,Sugar Cane,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,135.81522244621576,24,Urban Infrastructure,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,209.90769731570074,25,Other Non Vegetated,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.54598006899178,29,Rocky outcrop,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,102.71372851631153,30,Mining,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.428647818603516,31,Aquaculture,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,17707.352279595096,33,"River, Lake and Ocean",Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.18769539660644535,35,Unknown,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,8.937500021240236,41,Mosaic of Crops,Curuai - Regional Watershed,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,30.261338911491144,0,Unknown,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290383.93163433555,3,Forest Formation,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.7236609514639,4,Savanna Formation,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,17987.02559624251,6,Unknown,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6481.796586547311,11,Wetland,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4267.891139743886,12,Grassland,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3876.7599278792404,15,Pasture,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.217338026392184,20,Sugar Cane,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,137.13292868571406,24,Urban Infrastructure,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,204.49802288946506,25,Other Non Vegetated,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,107.19607815328311,30,Mining,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.42775667474365286,31,Aquaculture,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,17963.601277835485,33,"River, Lake and Ocean",Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.24313388800048846,35,Unknown,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,9.234005645019536,41,Mosaic of Crops,Curuai - Regional Watershed,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,26.872258151367188,0,Unknown,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290299.05233423,3,Forest Formation,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.7037203679143,4,Savanna Formation,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18141.0086782863,6,Unknown,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6115.126722410694,11,Wetland,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4253.95680535633,12,Grassland,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3856.4719545588177,15,Pasture,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.264688920557234,20,Sugar Cane,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,139.341880507453,24,Urban Infrastructure,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,200.45415455179221,25,Other Non Vegetated,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,113.24834205257685,30,Mining,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.3393514260253905,31,Aquaculture,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18302.706755850395,33,"River, Lake and Ocean",Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.14927800994873047,35,Unknown,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,1.243501729064941,41,Mosaic of Crops,Curuai - Regional Watershed,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,23.243678407521436,0,Unknown,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290232.50649014075,3,Forest Formation,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.5574998246406,4,Savanna Formation,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18187.08165810691,6,Unknown,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,5755.63656361915,11,Wetland,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4248.115139697391,12,Grassland,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,3898.1663746963013,15,Pasture,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.29519194242984,20,Sugar Cane,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,141.53334496859677,24,Urban Infrastructure,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,203.75567492998204,25,Other Non Vegetated,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689919,29,Rocky outcrop,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,118.10821733659812,30,Mining,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.31881324383544907,31,Aquaculture,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18639.725930615576,33,"River, Lake and Ocean",Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.12067226409912116,35,Unknown,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,1.7751766145629881,41,Mosaic of Crops,Curuai - Regional Watershed,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,26.174473916748067,0,Unknown,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290067.99704427755,3,Forest Formation,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.4997359154,4,Savanna Formation,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18116.861589718254,6,Unknown,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,5568.23272898834,11,Wetland,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4252.96623393243,12,Grassland,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,4086.7982726814707,15,Pasture,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.28089415318425,20,Sugar Cane,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,143.46047243828448,24,Urban Infrastructure,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,208.06783633902816,25,Other Non Vegetated,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.54598006899184,29,Rocky outcrop,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,125.73196303259294,30,Mining,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.4670484556884764,31,Aquaculture,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18851.60364230552,33,"River, Lake and Ocean",Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.17429587982177747,35,Unknown,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,1.6241943741455063,41,Mosaic of Crops,Curuai - Regional Watershed,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,28.16472757281495,0,Unknown,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290016.9422783332,3,Forest Formation,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.6631507894842,4,Savanna Formation,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18146.19402875681,6,Unknown,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6368.846275002597,11,Wetland,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4258.801794984758,12,Grassland,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,4133.276820646062,15,Pasture,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,43.068811878662856,20,Sugar Cane,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,145.95377032600763,24,Urban Infrastructure,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,199.66517257379,25,Other Non Vegetated,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,129.00135497316506,30,Mining,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,0.47329865838623036,31,Aquaculture,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,18021.459738112764,33,"River, Lake and Ocean",Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,0.201127437072754,35,Unknown,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,1.2280763638916028,41,Mosaic of Crops,Curuai - Regional Watershed,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,25.895410468405576,0,Unknown,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,290073.3560412294,3,Forest Formation,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,557.887483252375,4,Savanna Formation,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,18233.92098369188,6,Unknown,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,6140.7894208306925,11,Wetland,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,4255.325609968134,12,Grassland,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,4058.992323044839,15,Pasture,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,42.93255221260844,20,Sugar Cane,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,148.3628374487368,24,Urban Infrastructure,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,189.26513044999518,25,Other Non Vegetated,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,165.5459800689918,29,Rocky outcrop,Curuai - Regional Watershed,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
