,area_km2,mean_SPM,max_SPM,min_SPM,stdDev_SPM,time_finish,time_start,year,WATER_PERIOD
87,1428.0981508622874,19.92529711783022,216.91162109375,5.6749958992004395,11.585606096893915,2018-08-15,2018-02-17,2018,HW
88,1414.2465908015565,20.739566395449494,272.3528747558594,5.80126428604126,12.344587304789133,2018-09-16,2018-08-15,2018,F
89,1040.1547369938016,78.05228615657201,296.4863586425781,6.53792142868042,42.17083478372578,2019-01-23,2018-09-16,2018,R
90,1457.4479595641956,18.048570761339878,216.9450225830078,5.342865943908691,11.59486233558866,2019-08-22,2019-01-23,2019,HW
91,1479.013725230136,21.02351911733775,299.82806396484375,5.868872165679932,11.627451982668198,2019-09-18,2019-08-22,2019,F
92,1046.4770500987393,63.27877438586518,296.3232727050781,6.122936725616455,32.1256976656446,2020-02-07,2019-09-18,2019,R
93,1401.4600417342967,20.36299014896681,217.31626892089844,5.6749958992004395,12.136011623039773,2020-08-08,2020-02-07,2020,HW
94,1402.7194859741821,20.326121848013404,290.5838317871094,5.80126428604126,10.751322519419224,2020-09-04,2020-08-08,2020,F
95,1007.7534913354604,75.7004915938565,296.3789978027344,6.527746200561523,43.600463835340854,2021-01-27,2020-09-04,2020,R
96,1546.4964630995091,17.742509150410804,216.640869140625,5.733511924743652,11.73367778537329,2021-08-30,2021-01-27,2021,HW
97,1517.2876887636255,30.42191507162132,290.5838317871094,5.868872165679932,14.81365522088557,2021-09-26,2021-08-30,2021,F
98,1070.7352110473264,96.20796692709212,299.82806396484375,6.15207052230835,51.20399369497224,2022-01-01,2021-09-26,2021,R
99,1566.9120223982156,18.021295399942815,216.640869140625,5.6749958992004395,10.238238489415512,2022-08-24,2022-01-01,2022,HW
100,1468.2730885510668,22.687637412623918,292.39862060546875,5.80126428604126,12.277377131978303,2022-09-16,2022-08-24,2022,F
101,872.6698693551508,103.30073367951279,306.0490417480469,6.048137187957764,65.42063436346922,2023-02-15,2022-09-16,2022,R
102,1400.95703799709,21.086417853988873,217.03639221191406,5.6749958992004395,10.83532629038401,2023-08-01,2023-02-15,2023,HW
103,1428.3507968418046,26.464622406047614,298.3011474609375,5.80126428604126,12.778906557067529,2023-08-25,2023-08-01,2023,F
104,818.7255432362948,101.95088054744635,296.3789978027344,6.048137187957764,70.37852440735033,2024-03-25,2023-08-25,2023,R
105,1082.8386317574361,45.59320312803506,304.2342529296875,5.972805500030518,22.11904299154938,2024-04-06,2024-03-25,2024,HW
106,1185.0615553026312,38.18854152255664,282.4901123046875,5.510151386260986,23.11024532216481,2024-05-30,2024-04-06,2024,F
107,1184.2017484485607,46.78427300330616,257.67156982421875,5.6749958992004395,33.44011028036248,2025-01-01,2024-05-30,2024,LW
