"","TSS_mean","area_km2","precipitation","mean_discharge","u_wind","v_wind","anthropogenic_km2"
"TSS_mean",1,-0.649384077955507,-0.0193050193050193,-0.206399465920014,0.120426548997978,0.149659863945578,-0.115632500150012
"area_km2",-0.649384077955507,1,0.030520316234602,0.249901117262721,-0.0922963780106637,-0.168964883250598,0.118973407056433
"precipitation",-0.0193050193050193,0.030520316234602,1,0.0331396700142943,0.25133296561868,-0.377642949071521,0.0664469262499267
"mean_discharge",-0.206399465920014,0.249901117262721,0.0331396700142943,1,-0.0146561357528006,-0.103526462100993,0.0816109900802101
"u_wind",0.120426548997978,-0.0922963780106637,0.25133296561868,-0.0146561357528006,1,-0.169516455230741,-0.034337098760437
"v_wind",0.149659863945578,-0.168964883250598,-0.377642949071521,-0.103526462100993,-0.169516455230741,1,-0.236461966598901
"anthropogenic_km2",-0.115632500150012,0.118973407056433,0.0664469262499267,0.0816109900802101,-0.034337098760437,-0.236461966598901,1
