"","TSS_mean","area_km2","precipitation","mean_discharge","u_wind","v_wind","anthropogenic_km2"
"TSS_mean",1,-0.496443812233286,-0.194879089615932,-0.0230735420779449,-0.19203413940256,0.189189189189189,-0.0782361308677098
"area_km2",-0.496443812233286,1,0.129445234708393,0.0951783610715226,0.177809388335704,-0.0213371266002845,-0.14651493598862
"precipitation",-0.194879089615932,0.129445234708393,1,-0.0605680479546053,0.411095305832148,-0.260312944523471,0.0412517780938833
"mean_discharge",-0.0230735420779449,0.0951783610715226,-0.0605680479546053,1,0.132672866948183,-0.103830939350752,-0.00288419275974311
"u_wind",-0.19203413940256,0.177809388335704,0.411095305832148,0.132672866948183,1,-0.103840682788051,-0.160739687055477
"v_wind",0.189189189189189,-0.0213371266002845,-0.260312944523471,-0.103830939350752,-0.103840682788051,1,-0.274537695590327
"anthropogenic_km2",-0.0782361308677098,-0.14651493598862,0.0412517780938833,-0.00288419275974311,-0.160739687055477,-0.274537695590327,1
