"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",-0.912713486065425,0.208162860648637,0.143360611646095,-0.0640565205260675,0.0474206748593042
"area_km2",0.85906849899624,-0.321611878088928,-0.0367231733176205,0.231596722716347,0.00979828040847971
"mean_discharge",0.918437796312308,-0.210160669895058,-0.11042520770967,-0.0226510091150703,0.126922134037726
"precipitation",0.394150580552779,0.750104517523988,-0.0803218274787502,-0.319009116061855,0.408184632441147
"u_wind",-0.0270406239163895,0.707181886325646,-0.31068380093058,0.632352044144028,-0.0208720020246721
"v_wind",-0.566536606021105,-0.609714744574536,-0.116732332568103,0.264889267727905,0.46983004946028
"anthropogenic_km2",0.239421967434943,0.155967194030593,0.922798535996619,0.235095940459562,0.0961454389433438
