"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSS_mean",0.8330459076457,0.043331776553424,0.0205522649715425,0.00410323782190651,0.00224872040411184
"area_km2",0.737998685967652,0.103434200127888,0.001348591458516,0.0536370419729527,9.60062989631972e-05
"mean_discharge",0.843527985695009,0.0441675071707394,0.0121937264977238,0.000513068213930998,0.0161092281086904
"precipitation",0.155354680150093,0.562656787209894,0.00645159596952612,0.101766816130566,0.166614694161115
"u_wind",0.000731195341787614,0.500106220347099,0.0965244241606722,0.399869107733131,0.000435640468517915
"v_wind",0.320963725961912,0.371752069751591,0.0136264374667903,0.0701663241574255,0.220740275375849
"anthropogenic_km2",0.0573228784904189,0.0243257656137767,0.851557138037503,0.0552701012205658,0.00924394542960825
