"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"TSSmean",-0.810059300969417,0.446747673793917,0.236484718365905,-0.0477638219334631,-0.018839012525023
"areakm2",0.739066719672517,-0.553319370354247,-0.136298565987031,0.215953778423981,0.0845701751401792
"precipitation",0.56650571734417,0.630558240430017,-0.0554325762857381,-0.315126081137831,0.422621691026306
"uwind",0.159698130552725,0.703412372027126,-0.274163282556887,0.634225300768133,-0.0436686949786299
"vwind",-0.741004956689809,-0.401254687452733,-0.0895849012408027,0.272881632043312,0.452210718434137
"anthropogenickm2",0.332062999542964,0.0119008708819079,0.906766966941458,0.244372287742304,0.0749341821700904
